Parti_id,Date,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10
Participant 5,8/7/2019,1,1,1,1,1,1,1,1,1,5
Participant 6,8/7/2019,0,0,0,0,0,0,0,0,0,0
Participant 7,8/7/2019,0,0,0,0,0,0,0,0,0,0
Participant 8,8/7/2019,1,1,-1,1,-1,-1,-1,-1,1,3
Participant 9,8/7/2019,1,1,-1,1,1,1,-1,-1,1,3
Participant 10,8/7/2019,0,0,0,0,0,0,0,0,0,0
Participant 11,8/7/2019,0,0,0,0,0,0,0,0,0,0
Participant 12,8/7/2019,1,1,-1,1,1,1,1,0,1,5
Participant 13,8/7/2019,1,1,1,1,1,1,1,1,1,5
Participant 14,8/7/2019,1,1,-1,1,1,1,1,1,1,5
Participant 15,8/7/2019,0,0,0,0,0,0,0,0,0,0
Participant 16,8/7/2019,1,1,-1,0,1,1,1,1,1,4
Participant 1,8/8/2019,0,0,0,0,0,0,0,0,0,0
Participant 2,8/8/2019,0,0,0,0,0,0,0,0,0,0
Participant 3,8/8/2019,0,0,0,0,0,0,0,0,0,0
Participant 4,8/8/2019,1,1,1,1,1,1,1,1,1,5
Participant 5,8/8/2019,1,1,1,1,1,1,-1,-1,1,2
Participant 6,8/8/2019,0,0,0,0,0,0,0,0,0,0
Participant 7,8/8/2019,1,1,1,1,-1,1,1,1,1,5
Participant 8,8/8/2019,1,1,-1,1,1,-1,1,1,1,4
Participant 9,8/8/2019,1,1,-1,1,1,-1,1,1,1,5
Participant 10,8/8/2019,0,0,0,0,0,0,0,0,0,0
Participant 11,8/8/2019,0,0,0,0,0,0,0,0,0,0
Participant 12,8/8/2019,-1,1,1,1,1,1,-1,1,1,4
Participant 13,8/8/2019,1,1,1,1,1,-1,1,1,1,5
Participant 14,8/8/2019,-1,-1,-1,1,-1,1,-1,1,1,5
Participant 15,8/8/2019,1,1,1,1,1,1,1,-1,1,4
Participant 16,8/8/2019,0,0,0,0,0,0,0,0,0,0
Participant 1,8/9/2019,0,0,0,0,0,0,0,0,0,0
Participant 2,8/9/2019,0,0,0,0,0,0,0,0,0,4
Participant 3,8/9/2019,0,0,0,0,0,0,0,0,0,0
Participant 4,8/9/2019,0,0,0,0,0,0,0,0,0,0
Participant 5,8/9/2019,-1,1,-1,1,-1,1,-1,1,1,5
Participant 6,8/9/2019,0,0,0,0,0,0,0,0,0,0
Participant 7,8/9/2019,0,0,0,0,0,-1,1,0,1,0
Participant 8,8/9/2019,1,1,-1,1,-1,1,-1,1,1,4
Participant 9,8/9/2019,-1,1,1,-1,-1,-1,1,1,1,0
Participant 10,8/9/2019,0,0,0,0,0,0,0,0,0,0
Participant 11,8/9/2019,1,1,1,1,1,1,1,1,1,0
Participant 12,8/9/2019,-1,1,-1,1,-1,1,-1,1,1,5
Participant 13,8/9/2019,-1,1,1,1,1,-1,0,1,1,5
Participant 14,8/9/2019,1,1,-1,1,-1,1,1,-1,1,4
Participant 15,8/9/2019,1,1,-1,1,-1,1,1,-1,1,4
Participant 16,8/9/2019,1,-1,1,1,-1,1,1,1,0,5
Participant 1,8/13/2019,0,0,0,0,0,0,0,0,0,0
Participant 2,8/13/2019,0,0,0,0,0,0,0,0,0,4
Participant 3,8/13/2019,0,0,0,0,0,0,0,0,0,0
Participant 4,8/13/2019,1,1,1,1,1,1,1,1,1,5
Participant 5,8/13/2019,1,1,1,1,1,1,1,-1,-1,3
Participant 6,8/13/2019,0,0,0,0,0,0,0,0,0,0
Participant 7,8/13/2019,0,0,0,0,0,0,0,0,0,0
Participant 8,8/13/2019,1,-1,-1,-1,-1,-1,-1,-1,1,4
Participant 9,8/13/2019,1,1,1,1,1,-1,1,-1,1,4
Participant 10,8/13/2019,0,0,0,0,0,0,0,0,0,0
Participant 11,8/13/2019,0,0,0,0,0,0,0,0,0,0
Participant 12,8/13/2019,0,0,0,0,0,0,0,0,0,0
Participant 13,8/13/2019,1,1,1,1,1,-1,1,-1,1,4
Participant 14,8/13/2019,0,0,0,0,0,0,0,0,0,0
Participant 15,8/13/2019,1,1,1,1,1,-1,1,1,1,4
Participant 16,8/13/2019,1,-1,-1,-1,1,1,-1,-1,1,3
Participant 1,8/14/2019,0,0,0,0,0,0,0,0,0,0
Participant 2,8/14/2019,0,0,0,0,0,0,0,0,0,4
Participant 3,8/14/2019,0,0,0,0,0,0,0,0,0,0
Participant 4,8/14/2019,1,1,1,1,1,1,1,1,1,5
Participant 5,8/14/2019,0,0,0,0,0,0,0,0,0,0
Participant 6,8/14/2019,1,1,1,1,1,1,1,1,1,5
Participant 7,8/14/2019,0,0,0,0,0,0,0,0,0,0
Participant 8,8/14/2019,0,0,0,0,0,0,0,0,0,5
Participant 9,8/14/2019,1,1,1,1,1,1,-1,-1,1,4
Participant 10,8/14/2019,0,0,0,0,0,0,0,0,0,0
Participant 11,8/14/2019,0,0,0,0,0,0,0,0,0,0
Participant 12,8/14/2019,0,0,0,0,0,0,0,0,0,0
Participant 13,8/14/2019,1,1,-1,-1,1,-1,-1,1,1,2
Participant 14,8/14/2019,1,1,-1,1,-1,1,-1,-1,1,4
Participant 15,8/14/2019,0,0,0,0,0,0,0,0,0,0
Participant 16,8/14/2019,0,0,0,0,0,0,0,0,0,0
Participant 1,8/15/2019,0,0,0,0,0,0,0,0,0,0
Participant 2,8/15/2019,0,0,0,0,0,0,0,0,0,4
Participant 3,8/15/2019,0,0,0,0,0,0,0,0,0,0
Participant 4,8/15/2019,1,1,1,1,1,1,1,1,1,4
Participant 5,8/15/2019,0,0,0,0,0,0,0,0,0,0
Participant 6,8/15/2019,0,0,0,0,0,0,0,0,0,0
Participant 7,8/15/2019,0,0,0,0,0,0,0,0,1,0
Participant 8,8/15/2019,0,0,0,0,0,0,0,0,0,0
Participant 9,8/15/2019,0,0,0,0,0,0,0,0,0,0
Participant 10,8/15/2019,0,0,0,0,0,0,0,0,0,0
Participant 11,8/15/2019,0,0,0,0,0,0,0,0,0,0
Participant 12,8/15/2019,0,0,0,0,0,0,0,0,0,0
Participant 13,8/15/2019,1,1,-1,1,1,1,1,-1,1,4
Participant 14,8/15/2019,-1,1,1,1,-1,1,1,-1,1,4
Participant 15,8/15/2019,-1,-1,1,1,1,1,1,-1,1,0
Participant 16,8/15/2019,0,0,0,0,0,0,0,0,0,0
Participant 1,8/16/2019,0,0,0,0,0,0,0,0,0,0
Participant 2,8/16/2019,0,0,0,0,0,0,0,0,0,4
Participant 3,8/16/2019,0,0,0,0,0,0,0,0,0,0
Participant 4,8/16/2019,0,0,0,0,0,0,0,0,0,0
Participant 5,8/16/2019,-1,1,1,1,1,1,0,-1,1,5
Participant 6,8/16/2019,1,1,1,1,1,1,1,1,1,5
Participant 7,8/16/2019,0,0,0,0,0,0,0,0,1,0
Participant 8,8/16/2019,0,0,0,0,0,0,0,0,0,0
Participant 9,8/16/2019,0,0,0,0,0,0,0,0,0,0
Participant 10,8/16/2019,0,0,0,0,0,0,0,0,0,0
Participant 11,8/16/2019,1,1,1,1,1,1,1,1,1,5
Participant 12,8/16/2019,0,0,0,0,0,0,0,0,0,0
Participant 13,8/16/2019,-1,1,-1,1,-1,-1,1,-1,1,4
Participant 14,8/16/2019,-1,-1,-1,1,-1,-1,1,-1,1,5
Participant 15,8/16/2019,0,0,0,0,0,0,0,0,0,0
Participant 16,8/16/2019,1,1,-1,1,1,1,1,1,0,4
Participant 1,8/19/2019,0,0,0,0,0,0,0,0,0,0
Participant 2,8/19/2019,0,0,0,0,0,0,0,0,0,0
Participant 3,8/19/2019,0,0,0,0,0,0,0,0,0,0
Participant 4,8/19/2019,1,1,1,1,1,1,1,1,1,5
Participant 5,8/19/2019,1,-1,1,-1,1,1,-1,-1,1,5
Participant 6,8/19/2019,0,0,0,0,0,0,0,0,0,0
Participant 7,8/19/2019,0,0,0,0,0,0,0,0,1,0
Participant 8,8/19/2019,0,0,0,0,0,0,0,0,0,0
Participant 9,8/19/2019,0,0,0,0,0,0,0,0,0,0
Participant 10,8/19/2019,0,0,0,0,0,0,0,0,0,0
Participant 11,8/19/2019,1,1,1,-1,1,1,-1,-1,1,5
Participant 12,8/19/2019,0,0,0,0,0,0,0,0,0,0
Participant 13,8/19/2019,1,1,1,-1,1,1,-1,-1,1,4
Participant 14,8/19/2019,1,1,1,-1,-1,1,-1,-1,1,4
Participant 15,8/19/2019,0,0,0,0,0,0,0,0,0,0
Participant 16,8/19/2019,0,0,0,0,0,0,0,0,0,0
Participant 1,8/21/2019,0,0,0,0,0,0,0,0,0,0
Participant 2,8/21/2019,0,0,0,0,0,0,0,0,0,4
Participant 3,8/21/2019,1,-1,1,1,1,-1,-1,-1,1,3
Participant 4,8/21/2019,1,1,1,1,1,1,1,1,1,5
Participant 5,8/21/2019,1,-1,1,1,-1,1,-1,1,1,5
Participant 6,8/21/2019,1,1,1,1,1,1,1,1,1,5
Participant 7,8/21/2019,0,0,0,0,0,0,0,0,0,0
Participant 8,8/21/2019,0,0,0,0,0,0,0,0,0,0
Participant 9,8/21/2019,0,0,0,0,0,0,0,0,0,0
Participant 10,8/21/2019,0,0,0,0,0,0,0,0,0,0
Participant 11,8/21/2019,-1,1,1,-1,1,-1,-1,1,1,3
Participant 12,8/21/2019,1,1,1,1,1,1,-1,-1,1,5
Participant 13,8/21/2019,1,1,1,1,1,1,-1,1,1,4
Participant 14,8/21/2019,0,0,0,0,0,0,0,0,0,0
Participant 15,8/21/2019,-1,1,1,1,1,1,-1,1,1,4
Participant 16,8/21/2019,1,1,-1,1,1,1,-1,1,1,3
Participant 1,8/29/2019,0,0,0,0,0,0,0,0,0,0
Participant 2,8/29/2019,0,0,0,0,0,0,0,0,0,4
Participant 3,8/29/2019,1,1,1,1,-1,1,1,1,1,4
Participant 4,8/29/2019,0,0,0,0,0,0,0,0,0,0
Participant 5,8/29/2019,1,1,-1,1,1,1,-1,-1,1,5
Participant 6,8/29/2019,1,1,1,1,1,1,1,1,1,5
Participant 7,8/29/2019,0,0,0,0,0,0,0,0,0,0
Participant 8,8/29/2019,0,0,0,0,0,0,0,0,0,2
Participant 9,8/29/2019,0,0,0,0,0,0,0,0,0,0
Participant 10,8/29/2019,0,0,0,0,0,0,0,0,0,0
Participant 11,8/29/2019,1,1,-1,1,1,-1,1,1,1,3
Participant 12,8/29/2019,1,-1,-1,-1,1,-1,1,-1,1,3
Participant 13,8/29/2019,1,-1,1,1,1,-1,1,-1,1,4
Participant 14,8/29/2019,0,0,0,0,0,0,0,0,0,0
Participant 15,8/29/2019,0,0,0,0,0,0,0,0,0,0
Participant 16,8/29/2019,1,1,1,1,1,1,1,1,1,4
